trial_nb	singe	session	choice	condition
82	5	4.4	0	1
83	5	4.4	0	1
84	5	4.4	0	1
85	5	4.4	0	1
86	5	4.4	0	1
87	5	4.4	0	1
88	5	4.4	0	1
89	5	4.4	0	1
90	5	4.4	0	1
91	5	4.4	0	1
92	5	4.4	0	1
93	5	4.4	0	1
94	5	4.4	0	1
95	5	4.4	0	1
96	5	4.4	0	1
97	5	4.4	0	1
98	5	4.4	0	1
99	5	4.4	0	1
100	5	4.4	0	1
1	5	5	20	1
2	5	5	13	1
3	5	5	-20	1
4	5	5	25	1
5	5	5	23	1
6	5	5	18	1
7	5	5	-23	1
8	5	5	22	1
9	5	5	16	1
10	5	5	700	1
11	5	5	6	1
12	5	5	900	1
13	5	5	8	1
14	5	5	17	1
15	5	5	9	1
16	5	5	15	1
17	5	5	24	1
18	5	5	-17	1
19	5	5	-22	1
20	5	5	-16	1
21	5	5	21	1
22	5	5	-6	1
23	5	5	7	1
24	5	5	1	1
25	5	5	-6	1
26	5	5	11	1
27	5	5	-17	1
28	5	5	-22	1
29	5	5	-8	1
30	5	5	4	1
31	5	5	5	1
32	5	5	-8	1
33	5	5	-13	1
34	5	5	14	1
35	5	5	-15	1
36	5	5	-20	1
37	5	5	-25	1
38	5	5	-20	1
39	5	5	19	1
40	5	5	-24	1
41	5	5	-23	1
42	5	5	-22	1
43	5	5	-7	1
44	5	5	-11	1
45	5	5	-16	1
46	5	5	-5	1
47	5	5	3	1
48	5	5	-1	1
49	5	5	2	1
50	5	5	-7	1
51	5	5	-23	1
52	5	5	-5	1
53	5	5	10	1
54	5	5	-15	1
55	5	5	-25	1
56	5	5	-24	1
57	5	5	-22	1
58	5	5	-23	1
59	5	5	-1	1
60	5	5	-3	1
61	5	5	0	1
62	5	5	0	1
63	5	5	0	1
64	5	5	0	1
65	5	5	0	1
66	5	5	0	1
67	5	5	0	1
68	5	5	0	1
69	5	5	0	1
70	5	5	0	1
71	5	5	0	1
72	5	5	0	1
73	5	5	0	1
74	5	5	0	1
75	5	5	0	1
76	5	5	0	1
77	5	5	0	1
78	5	5	0	1
79	5	5	0	1
80	5	5	0	1
81	5	5	0	1
82	5	5	0	1
83	5	5	0	1
84	5	5	0	1
85	5	5	0	1
86	5	5	0	1
87	5	5	0	1
88	5	5	0	1
89	5	5	0	1
90	5	5	0	1
91	5	5	0	1
92	5	5	0	1
93	5	5	0	1
94	5	5	0	1
95	5	5	0	1
96	5	5	0	1
97	5	5	0	1
98	5	5	0	1
99	5	5	0	1
100	5	5	0	1
1	5	6.2	24	1
2	5	6.2	18	1
3	5	6.2	23	1
4	5	6.2	8	1
5	5	6.2	9	1
6	5	6.2	15	1
7	5	6.2	25	1
8	5	6.2	22	1
9	5	6.2	11	1
10	5	6.2	1	1
11	5	6.2	2	1
12	5	6.2	3	1
13	5	6.2	12	1
14	5	6.2	-22	1
15	5	6.2	21	1
16	5	6.2	20	1
17	5	6.2	-9	1
18	5	6.2	14	1
19	5	6.2	-25	1
20	5	6.2	-23	1
21	5	6.2	-21	1
22	5	6.2	-12	1
23	5	6.2	-3	1
24	5	6.2	-8	1
25	5	6.2	13	1
26	5	6.2	-15	1
27	5	6.2	-24	1
28	5	6.2	-22	1
29	5	6.2	17	1
30	5	6.2	-1	1
31	5	6.2	6	1
32	5	6.2	-11	1
33	5	6.2	16	1
34	5	6.2	-18	1
35	5	6.2	-23	1
36	5	6.2	-25	1
37	5	6.2	-11	1
38	5	6.2	-16	1
39	5	6.2	-21	1
40	5	6.2	-1	1
41	5	6.2	-6	1
42	5	6.2	-8	1
43	5	6.2	4	1
44	5	6.2	-14	1
45	5	6.2	-24	1
46	5	6.2	5	1
47	5	6.2	-15	1
48	5	6.2	-5	1
49	5	6.2	-3	1
50	5	6.2	-8	1
51	5	6.2	13	1
52	5	6.2	-18	1
53	5	6.2	-23	1
54	5	6.2	10	1
55	5	6.2	-2	1
56	5	6.2	-8	1
57	5	6.2	-3	1
58	5	6.2	-18	1
59	5	6.2	-16	1
60	5	6.2	-21	1
61	5	6.2	999	1
62	5	6.2	-9	1
63	5	6.2	-15	1
64	5	6.2	-20	1
65	5	6.2	-25	1
66	5	6.2	-1	1
67	5	6.2	-3	1
68	5	6.2	-23	1
69	5	6.2	0	1
70	5	6.2	0	1
71	5	6.2	0	1
72	5	6.2	0	1
73	5	6.2	0	1
74	5	6.2	0	1
75	5	6.2	0	1
76	5	6.2	0	1
77	5	6.2	0	1
78	5	6.2	0	1
79	5	6.2	0	1
80	5	6.2	0	1
81	5	6.2	0	1
82	5	6.2	0	1
83	5	6.2	0	1
84	5	6.2	0	1
85	5	6.2	0	1
86	5	6.2	0	1
87	5	6.2	0	1
88	5	6.2	0	1
89	5	6.2	0	1
90	5	6.2	0	1
91	5	6.2	0	1
92	5	6.2	0	1
93	5	6.2	0	1
94	5	6.2	0	1
95	5	6.2	0	1
96	5	6.2	0	1
97	5	6.2	0	1
98	5	6.2	0	1
99	5	6.2	0	1
100	5	6.2	0	1
1	5	7	19	1
2	5	7	13	1
3	5	7	8	1
4	5	7	3	1
5	5	7	10	1
6	5	7	25	1
7	5	7	17	1
8	5	7	21	1
9	5	7	9	1
10	5	7	1	1
11	5	7	6	1
12	5	7	16	1
13	5	7	-21	1
14	5	7	24	1
15	5	7	15	1
16	5	7	4	1
17	5	7	-10	1
18	5	7	-15	1
19	5	7	20	1
20	5	7	22	1
21	5	7	-25	1
22	5	7	-24	1
23	5	7	-22	1
24	5	7	-12	1
25	5	7	-17	1
26	5	7	-22	1
27	5	7	2	1
28	5	7	-1	1
29	5	7	11	1
30	5	7	-4	1
31	5	7	-9	1
32	5	7	14	1
33	5	7	5	1
34	5	7	-25	1
35	5	7	-24	1
36	5	7	18	1
37	5	7	-9	1
38	5	7	-8	1
39	5	7	3	1
40	5	7	-3	1
41	5	7	-2	1
42	5	7	-12	1
43	5	7	-17	1
44	5	7	-22	1
45	5	7	0	1
46	5	7	0	1
47	5	7	0	1
48	5	7	0	1
49	5	7	0	1
50	5	7	0	1
51	5	7	0	1
52	5	7	0	1
53	5	7	0	1
54	5	7	0	1
55	5	7	0	1
56	5	7	0	1
57	5	7	0	1
58	5	7	0	1
59	5	7	0	1
60	5	7	0	1
61	5	7	0	1
62	5	7	0	1
63	5	7	0	1
64	5	7	0	1
65	5	7	0	1
66	5	7	0	1
67	5	7	0	1
68	5	7	0	1
69	5	7	0	1
70	5	7	0	1
71	5	7	0	1
72	5	7	0	1
73	5	7	0	1
74	5	7	0	1
75	5	7	0	1
76	5	7	0	1
77	5	7	0	1
78	5	7	0	1
79	5	7	0	1
80	5	7	0	1
81	5	7	0	1
82	5	7	0	1
83	5	7	0	1
84	5	7	0	1
85	5	7	0	1
86	5	7	0	1
87	5	7	0	1
88	5	7	0	1
89	5	7	0	1
90	5	7	0	1
91	5	7	0	1
92	5	7	0	1
93	5	7	0	1
94	5	7	0	1
95	5	7	0	1
96	5	7	0	1
97	5	7	0	1
98	5	7	0	1
99	5	7	0	1
100	5	7	0	1
1	5	8	19	1
2	5	8	12	1
3	5	8	17	1
4	5	8	16	1
5	5	8	6	1
6	5	8	2	1
7	5	8	4	1
8	5	8	14	1
9	5	8	25	1
10	5	8	23	1
11	5	8	-12	1
12	5	8	-17	1
13	5	8	-16	1
14	5	8	11	1
15	5	8	-2	1
16	5	8	13	1
17	5	8	-23	1
18	5	8	21	1
19	5	8	9	1
20	5	8	8	1
21	5	8	1000	1
22	5	8	20	1
23	5	8	15	1
24	5	8	10	1
25	5	8	-25	1
26	5	8	-23	1
27	5	8	1	1
28	5	8	-6	1
29	5	8	-11	1
30	5	8	-16	1
31	5	8	-9	1
32	5	8	-10	1
33	5	8	-15	1
34	5	8	-25	1
35	5	8	0	1
36	5	8	0	1
37	5	8	0	1
38	5	8	0	1
39	5	8	0	1
40	5	8	0	1
41	5	8	0	1
42	5	8	0	1
43	5	8	0	1
44	5	8	0	1
45	5	8	0	1
46	5	8	0	1
47	5	8	0	1
48	5	8	0	1
49	5	8	0	1
50	5	8	0	1
51	5	8	0	1
52	5	8	0	1
53	5	8	0	1
54	5	8	0	1
55	5	8	0	1
56	5	8	0	1
57	5	8	0	1
58	5	8	0	1
59	5	8	0	1
60	5	8	0	1
61	5	8	0	1
62	5	8	0	1
63	5	8	0	1
64	5	8	0	1
65	5	8	0	1
66	5	8	0	1
67	5	8	0	1
68	5	8	0	1
69	5	8	0	1
70	5	8	0	1
71	5	8	0	1
72	5	8	0	1
73	5	8	0	1
74	5	8	0	1
75	5	8	0	1
76	5	8	0	1
77	5	8	0	1
78	5	8	0	1
79	5	8	0	1
80	5	8	0	1
81	5	8	0	1
82	5	8	0	1
83	5	8	0	1
84	5	8	0	1
85	5	8	0	1
86	5	8	0	1
87	5	8	0	1
88	5	8	0	1
89	5	8	0	1
90	5	8	0	1
91	5	8	0	1
92	5	8	0	1
93	5	8	0	1
94	5	8	0	1
95	5	8	0	1
96	5	8	0	1
97	5	8	0	1
98	5	8	0	1
99	5	8	0	1
100	5	8	0	1
1	5	9	13	1
2	5	9	23	1
3	5	9	16	1
4	5	9	21	1
5	5	9	6	1
6	5	9	11	1
7	5	9	-21	1
8	5	9	19	1
9	5	9	20	1
10	5	9	5	1
11	5	9	15	1
12	5	9	20	1
13	5	9	-19	1
14	5	9	-23	1
15	5	9	18	1
16	5	9	2	1
17	5	9	3	1
18	5	9	-13	1
19	5	9	-23	1
20	5	9	-16	1
21	5	9	-11	1
22	5	9	-6	1
23	5	9	8	1
24	5	9	-3	1
25	5	9	1	1
26	5	9	-6	1
27	5	9	-11	1
28	5	9	-21	1
29	5	9	999	1
30	5	9	-2	1
31	5	9	-3	1
32	5	9	-8	1
33	5	9	-5	1
34	5	9	10	1
35	5	9	25	1
36	5	9	9	1
37	5	9	-5	1
38	5	9	-10	1
39	5	9	-20	1
40	5	9	-25	1
41	5	9	22	1
42	5	9	-11	1
43	5	9	-16	1
44	5	9	-2	1
45	5	9	12	1
46	5	9	7	1
47	5	9	-3	1
48	5	9	-8	1
49	5	9	-13	1
50	5	9	-18	1
51	5	9	-23	1
52	5	9	-21	1
53	5	9	-11	1
54	5	9	0	1
55	5	9	0	1
56	5	9	0	1
57	5	9	0	1
58	5	9	0	1
59	5	9	0	1
60	5	9	0	1
61	5	9	0	1
62	5	9	0	1
63	5	9	0	1
64	5	9	0	1
65	5	9	0	1
66	5	9	0	1
67	5	9	0	1
68	5	9	0	1
69	5	9	0	1
70	5	9	0	1
71	5	9	0	1
72	5	9	0	1
73	5	9	0	1
74	5	9	0	1
75	5	9	0	1
76	5	9	0	1
77	5	9	0	1
78	5	9	0	1
79	5	9	0	1
80	5	9	0	1
81	5	9	0	1
82	5	9	0	1
83	5	9	0	1
84	5	9	0	1
85	5	9	0	1
86	5	9	0	1
87	5	9	0	1
88	5	9	0	1
89	5	9	0	1
90	5	9	0	1
91	5	9	0	1
92	5	9	0	1
93	5	9	0	1
94	5	9	0	1
95	5	9	0	1
96	5	9	0	1
97	5	9	0	1
98	5	9	0	1
99	5	9	0	1
100	5	9	0	1
1	5	10	13	1
2	5	10	1100	1
3	5	10	16	1
4	5	10	11	1
5	5	10	1	1
6	5	10	2	1
7	5	10	18	1
8	5	10	4	1
9	5	10	9	1
10	5	10	19	1
11	5	10	20	1
12	5	10	25	1
13	5	10	23	1
14	5	10	21	1
15	5	10	6	1
16	5	10	-2	1
17	5	10	7	1
18	5	10	-6	1
19	5	10	-11	1
20	5	10	-16	1
21	5	10	-21	1
22	5	10	3	1
23	5	10	-9	1
24	5	10	-19	1
25	5	10	10	1
26	5	10	-15	1
27	5	10	-25	1
28	5	10	22	1
29	5	10	-21	1
30	5	10	-2	1
31	5	10	-7	1
32	5	10	-17	1
33	5	10	-6	1
34	5	10	-11	1
35	5	10	-21	1
36	5	10	800	1
37	5	10	-9	1
38	5	10	14	1
39	5	10	-17	1
40	5	10	-22	1
41	5	10	24	1
42	5	10	-25	1
43	5	10	-20	1
44	5	10	500	1
45	5	10	-10	1
46	5	10	15	1
47	5	10	-17	1
48	5	10	-22	1
49	5	10	-2	1
50	5	10	-7	1
51	5	10	-4	1
52	5	10	-9	1
53	5	10	-10	1
54	5	10	-9	1
55	5	10	-15	1
56	5	10	-25	1
57	5	10	-21	1
58	5	10	-16	1
59	5	10	-6	1
60	5	10	-7	1
61	5	10	1200	1
62	5	10	800	1
63	5	10	-13	1
64	5	10	1200	1
65	5	10	-24	1
66	5	10	-15	1
67	5	10	500	1
68	5	10	-23	1
69	5	10	-18	1
70	5	10	8	1
71	5	10	-1	1
72	5	10	-6	1
73	5	10	-11	1
74	5	10	12	1
75	5	10	-16	1
76	5	10	-21	1
77	5	10	999	1
78	5	10	-17	1
79	5	10	-22	1
80	5	10	-11	1
81	5	10	-4	1
82	5	10	-14	1
83	5	10	-19	1
84	5	10	-24	1
85	5	10	-2	1
86	5	10	-7	1
87	5	10	-12	1
88	5	10	-17	1
89	5	10	-16	1
90	5	10	-21	1
91	5	10	-1	1
92	5	10	-3	1
93	5	10	-2	1
94	5	10	500	1
95	5	10	-10	1
96	5	10	5	1
97	5	10	999	1
98	5	10	-23	1
99	5	10	-17	1
100	5	10	-13	1
1	5	12	12	1
2	5	12	6	1
3	5	12	11	1
4	5	12	16	1
5	5	12	21	1
6	5	12	9	1
7	5	12	14	1
8	5	12	20	1
9	5	12	-21	1
10	5	12	-11	1
11	5	12	-6	1
12	5	12	7	1
13	5	12	2	1
14	5	12	3	1
15	5	12	4	1
16	5	12	5	1
17	5	12	10	1
18	5	12	-14	1
19	5	12	19	1
20	5	12	15	1
21	5	12	25	1
22	5	12	23	1
23	5	12	13	1
24	5	12	8	1
25	5	12	-11	1
26	5	12	-16	1
27	5	12	22	1
28	5	12	-8	1
29	5	12	-13	1
30	5	12	-5	1
31	5	12	-10	1
32	5	12	-15	1
33	5	12	0	1
34	5	12	0	1
35	5	12	0	1
36	5	12	0	1
37	5	12	0	1
38	5	12	0	1
39	5	12	0	1
40	5	12	0	1
41	5	12	0	1
42	5	12	0	1
43	5	12	0	1
44	5	12	0	1
45	5	12	0	1
46	5	12	0	1
47	5	12	0	1
48	5	12	0	1
49	5	12	0	1
50	5	12	0	1
51	5	12	0	1
52	5	12	0	1
53	5	12	0	1
54	5	12	0	1
55	5	12	0	1
56	5	12	0	1
57	5	12	0	1
58	5	12	0	1
59	5	12	0	1
60	5	12	0	1
61	5	12	0	1
62	5	12	0	1
63	5	12	0	1
64	5	12	0	1
65	5	12	0	1
66	5	12	0	1
67	5	12	0	1
68	5	12	0	1
69	5	12	0	1
70	5	12	0	1
71	5	12	0	1
72	5	12	0	1
73	5	12	0	1
74	5	12	0	1
75	5	12	0	1
76	5	12	0	1
77	5	12	0	1
78	5	12	0	1
79	5	12	0	1
80	5	12	0	1
81	5	12	0	1
82	5	12	0	1
83	5	12	0	1
84	5	12	0	1
85	5	12	0	1
86	5	12	0	1
87	5	12	0	1
88	5	12	0	1
89	5	12	0	1
90	5	12	0	1
91	5	12	0	1
92	5	12	0	1
93	5	12	0	1
94	5	12	0	1
95	5	12	0	1
96	5	12	0	1
97	5	12	0	1
98	5	12	0	1
99	5	12	0	1
100	5	12	0	1
1	5	13	18	1
2	5	13	16	1
3	5	13	-18	1
4	5	13	23	1
5	5	13	21	1
6	5	13	4	1
7	5	13	9	1
8	5	13	15	1
9	5	13	20	1
10	5	13	25	1
11	5	13	2	1
12	5	13	1	1
13	5	13	11	1
14	5	13	-16	1
15	5	13	-21	1
16	5	13	24	1
17	5	13	-4	1
18	5	13	-9	1
19	5	13	19	1
20	5	13	-24	1
21	5	13	22	1
22	5	13	-21	1
23	5	13	-17	1
24	5	13	6	1
25	5	13	12	1
26	5	13	300	1
27	5	13	800	1
28	5	13	-9	1
29	5	13	3	1
30	5	13	-2	1
31	5	13	7	1
32	5	13	-1	1
33	5	13	-6	1
34	5	13	-11	1
35	5	13	-21	1
36	5	13	-4	1
37	5	13	-9	1
38	5	13	-19	1
39	5	13	-15	1
40	5	13	-20	1
41	5	13	-25	1
42	5	13	-22	1
43	5	13	-23	1
44	5	13	13	1
45	5	13	-9	1
46	5	13	10	1
47	5	13	500	1
48	5	13	-10	1
49	5	13	5	1
50	5	13	-9	1
51	5	13	-10	1
52	5	13	-15	1
53	5	13	-1	1
54	5	13	-6	1
55	5	13	17	1
56	5	13	-21	1
57	5	13	-17	1
58	5	13	-22	1
59	5	13	-24	1
60	5	13	-8	1
61	5	13	-6	1
62	5	13	-11	1
63	5	13	-21	1
64	5	13	-9	1
65	5	13	-14	1
66	5	13	-24	1
67	5	13	-25	1
68	5	13	-20	1
69	5	13	-1	1
70	5	13	-11	1
71	5	13	-21	1
72	5	13	-4	1
73	5	13	-9	1
74	5	13	-20	1
75	5	13	-5	1
76	5	13	0	1
77	5	13	0	1
78	5	13	0	1
79	5	13	0	1
80	5	13	0	1
81	5	13	0	1
82	5	13	0	1
83	5	13	0	1
84	5	13	0	1
85	5	13	0	1
86	5	13	0	1
87	5	13	0	1
88	5	13	0	1
89	5	13	0	1
90	5	13	0	1
91	5	13	0	1
92	5	13	0	1
93	5	13	0	1
94	5	13	0	1
95	5	13	0	1
96	5	13	0	1
97	5	13	0	1
98	5	13	0	1
99	5	13	0	1
100	5	13	0	1
1	6	-1.2	15	0
2	6	-1.2	13	0
3	6	-1.2	2000	0
4	6	-1.2	1700	0
5	6	-1.2	200	0
6	6	-1.2	8	0
7	6	-1.2	1400	0
8	6	-1.2	20	0
9	6	-1.2	1800	0
10	6	-1.2	14	0
11	6	-1.2	2	0
12	6	-1.2	1900	0
13	6	-1.2	18	0
14	6	-1.2	-18	0
15	6	-1.2	24	0
16	6	-1.2	23	0
17	6	-1.2	19	0
18	6	-1.2	22	0
19	6	-1.2	17	0
20	6	-1.2	1600	0
21	6	-1.2	2100	0
22	6	-1.2	11	0
23	6	-1.2	6	0
24	6	-1.2	9	0
25	6	-1.2	-22	0
26	6	-1.2	21	0
27	6	-1.2	25	0
28	6	-1.2	-25	0
29	6	-1.2	-23	0
30	6	-1.2	-21	0
31	6	-1.2	-22	0
32	6	-1.2	-25	0
33	6	-1.2	5	0
34	6	-1.2	0	0
35	6	-1.2	0	0
36	6	-1.2	0	0
37	6	-1.2	0	0
38	6	-1.2	0	0
39	6	-1.2	0	0
40	6	-1.2	0	0
41	6	-1.2	0	0
42	6	-1.2	0	0
43	6	-1.2	0	0
44	6	-1.2	0	0
45	6	-1.2	0	0
46	6	-1.2	0	0
47	6	-1.2	0	0
48	6	-1.2	0	0
49	6	-1.2	0	0
50	6	-1.2	0	0
51	6	-1.2	0	0
52	6	-1.2	0	0
53	6	-1.2	0	0
54	6	-1.2	0	0
55	6	-1.2	0	0
56	6	-1.2	0	0
57	6	-1.2	0	0
58	6	-1.2	0	0
59	6	-1.2	0	0
60	6	-1.2	0	0
61	6	-1.2	0	0
62	6	-1.2	0	0
63	6	-1.2	0	0
64	6	-1.2	0	0
65	6	-1.2	0	0
66	6	-1.2	0	0
67	6	-1.2	0	0
68	6	-1.2	0	0
69	6	-1.2	0	0
70	6	-1.2	0	0
71	6	-1.2	0	0
72	6	-1.2	0	0
73	6	-1.2	0	0
74	6	-1.2	0	0
75	6	-1.2	0	0
76	6	-1.2	0	0
77	6	-1.2	0	0
78	6	-1.2	0	0
79	6	-1.2	0	0
80	6	-1.2	0	0
81	6	-1.2	0	0
82	6	-1.2	0	0
83	6	-1.2	0	0
84	6	-1.2	0	0
85	6	-1.2	0	0
86	6	-1.2	0	0
87	6	-1.2	0	0
88	6	-1.2	0	0
89	6	-1.2	0	0
90	6	-1.2	0	0
91	6	-1.2	0	0
92	6	-1.2	0	0
93	6	-1.2	0	0
94	6	-1.2	0	0
95	6	-1.2	0	0
96	6	-1.2	0	0
97	6	-1.2	0	0
98	6	-1.2	0	0
99	6	-1.2	0	0
100	6	-1.2	0	0
1	6	-2	18	0
2	6	-2	22	0
3	6	-2	17	0
4	6	-2	12	0
5	6	-2	13	0
6	6	-2	9	0
7	6	-2	6	0
8	6	-2	23	0
9	6	-2	99	0
10	6	-2	15	0
11	6	-2	14	0
12	6	-2	25	0
13	6	-2	19	0
14	6	-2	5	0
15	6	-2	4	0
16	6	-2	700	0
17	6	-2	-12	0
18	6	-2	1600	0
19	6	-2	-18	0
20	6	-2	8	0
21	6	-2	-12	0
22	6	-2	7	0
23	6	-2	1	0
24	6	-2	10	0
25	6	-2	21	0
26	6	-2	16	0
27	6	-2	11	0
28	6	-2	0	0
29	6	-2	0	0
30	6	-2	0	0
31	6	-2	0	0
32	6	-2	0	0
33	6	-2	0	0
34	6	-2	0	0
35	6	-2	0	0
36	6	-2	0	0
37	6	-2	0	0
38	6	-2	0	0
39	6	-2	0	0
40	6	-2	0	0
41	6	-2	0	0
42	6	-2	0	0
43	6	-2	0	0
44	6	-2	0	0
45	6	-2	0	0
46	6	-2	0	0
47	6	-2	0	0
48	6	-2	0	0
49	6	-2	0	0
50	6	-2	0	0
51	6	-2	0	0
52	6	-2	0	0
53	6	-2	0	0
54	6	-2	0	0
55	6	-2	0	0
56	6	-2	0	0
57	6	-2	0	0
58	6	-2	0	0
59	6	-2	0	0
60	6	-2	0	0
61	6	-2	0	0
62	6	-2	0	0
63	6	-2	0	0
64	6	-2	0	0
65	6	-2	0	0
66	6	-2	0	0
67	6	-2	0	0
68	6	-2	0	0
69	6	-2	0	0
70	6	-2	0	0
71	6	-2	0	0
72	6	-2	0	0
73	6	-2	0	0
74	6	-2	0	0
75	6	-2	0	0
76	6	-2	0	0
77	6	-2	0	0
78	6	-2	0	0
79	6	-2	0	0
80	6	-2	0	0
81	6	-2	0	0
82	6	-2	0	0
83	6	-2	0	0
84	6	-2	0	0
85	6	-2	0	0
86	6	-2	0	0
87	6	-2	0	0
88	6	-2	0	0
89	6	-2	0	0
90	6	-2	0	0
91	6	-2	0	0
92	6	-2	0	0
93	6	-2	0	0
94	6	-2	0	0
95	6	-2	0	0
96	6	-2	0	0
97	6	-2	0	0
98	6	-2	0	0
99	6	-2	0	0
100	6	-2	0	0
1	6	-3.2	18	0
2	6	-3.2	20	0
3	6	-3.2	25	0
4	6	-3.2	24	0
5	6	-3.2	19	0
6	6	-3.2	2200	0
7	6	-3.2	17	0
8	6	-3.2	14	0
9	6	-3.2	13	0
10	6	-3.2	8	0
11	6	-3.2	3	0
12	6	-3.2	15	0
13	6	-3.2	10	0
14	6	-3.2	9	0
15	6	-3.2	-10	0
16	6	-3.2	4	0
17	6	-3.2	-14	0
18	6	-3.2	12	0
19	6	-3.2	11	0
20	6	-3.2	6	0
21	6	-3.2	1	0
22	6	-3.2	-6	0
23	6	-3.2	7	0
24	6	-3.2	2	0
25	6	-3.2	-7	0
26	6	-3.2	-8	0
27	6	-3.2	4	0
28	6	-3.2	5	0
29	6	-3.2	21	0
30	6	-3.2	16	0
31	6	-3.2	-20	0
32	6	-3.2	-9	0
33	6	-3.2	-5	0
34	6	-3.2	-23	0
35	6	-3.2	22	0
36	6	-3.2	-11	0
37	6	-3.2	-12	0
38	6	-3.2	-13	0
39	6	-3.2	-14	0
40	6	-3.2	-15	0
41	6	-3.2	-10	0
42	6	-3.2	0	0
43	6	-3.2	0	0
44	6	-3.2	0	0
45	6	-3.2	0	0
46	6	-3.2	0	0
47	6	-3.2	0	0
48	6	-3.2	0	0
49	6	-3.2	0	0
50	6	-3.2	0	0
51	6	-3.2	0	0
52	6	-3.2	0	0
53	6	-3.2	0	0
54	6	-3.2	0	0
55	6	-3.2	0	0
56	6	-3.2	0	0
57	6	-3.2	0	0
58	6	-3.2	0	0
59	6	-3.2	0	0
60	6	-3.2	0	0
61	6	-3.2	0	0
62	6	-3.2	0	0
63	6	-3.2	0	0
64	6	-3.2	0	0
65	6	-3.2	0	0
66	6	-3.2	0	0
67	6	-3.2	0	0
68	6	-3.2	0	0
69	6	-3.2	0	0
70	6	-3.2	0	0
71	6	-3.2	0	0
72	6	-3.2	0	0
73	6	-3.2	0	0
74	6	-3.2	0	0
75	6	-3.2	0	0
76	6	-3.2	0	0
77	6	-3.2	0	0
78	6	-3.2	0	0
79	6	-3.2	0	0
80	6	-3.2	0	0
81	6	-3.2	0	0
82	6	-3.2	0	0
83	6	-3.2	0	0
84	6	-3.2	0	0
85	6	-3.2	0	0
86	6	-3.2	0	0
87	6	-3.2	0	0
88	6	-3.2	0	0
89	6	-3.2	0	0
90	6	-3.2	0	0
91	6	-3.2	0	0
92	6	-3.2	0	0
93	6	-3.2	0	0
94	6	-3.2	0	0
95	6	-3.2	0	0
96	6	-3.2	0	0
97	6	-3.2	0	0
98	6	-3.2	0	0
99	6	-3.2	0	0
100	6	-3.2	0	0
1	6	-3.3	20	0
2	6	-3.3	23	0
3	6	-3.3	25	0
4	6	-3.3	5	0
5	6	-3.3	15	0
6	6	-3.3	10	0
7	6	-3.3	9	0
8	6	-3.3	13	0
9	6	-3.3	14	0
10	6	-3.3	12	0
11	6	-3.3	7	0
12	6	-3.3	8	0
13	6	-3.3	-12	0
14	6	-3.3	11	0
15	6	-3.3	21	0
16	6	-3.3	19	0
17	6	-3.3	6	0
18	6	-3.3	3	0
19	6	-3.3	1	0
20	6	-3.3	24	0
21	6	-3.3	17	0
22	6	-3.3	18	0
23	6	-3.3	4	0
24	6	-3.3	-17	0
25	6	-3.3	22	0
26	6	-3.3	16	0
27	6	-3.3	2	0
28	6	-3.3	-19	0
29	6	-3.3	-22	0
30	6	-3.3	-9	0
31	6	-3.3	-14	0
32	6	-3.3	-21	0
33	6	-3.3	-22	0
34	6	-3.3	0	0
35	6	-3.3	0	0
36	6	-3.3	0	0
37	6	-3.3	0	0
38	6	-3.3	0	0
39	6	-3.3	0	0
40	6	-3.3	0	0
41	6	-3.3	0	0
42	6	-3.3	0	0
43	6	-3.3	0	0
44	6	-3.3	0	0
45	6	-3.3	0	0
46	6	-3.3	0	0
47	6	-3.3	0	0
48	6	-3.3	0	0
49	6	-3.3	0	0
50	6	-3.3	0	0
51	6	-3.3	0	0
52	6	-3.3	0	0
53	6	-3.3	0	0
54	6	-3.3	0	0
55	6	-3.3	0	0
56	6	-3.3	0	0
57	6	-3.3	0	0
58	6	-3.3	0	0
59	6	-3.3	0	0
60	6	-3.3	0	0
61	6	-3.3	0	0
62	6	-3.3	0	0
63	6	-3.3	0	0
64	6	-3.3	0	0
65	6	-3.3	0	0
66	6	-3.3	0	0
67	6	-3.3	0	0
68	6	-3.3	0	0
69	6	-3.3	0	0
70	6	-3.3	0	0
71	6	-3.3	0	0
72	6	-3.3	0	0
73	6	-3.3	0	0
74	6	-3.3	0	0
75	6	-3.3	0	0
76	6	-3.3	0	0
77	6	-3.3	0	0
78	6	-3.3	0	0
79	6	-3.3	0	0
80	6	-3.3	0	0
81	6	-3.3	0	0
82	6	-3.3	0	0
83	6	-3.3	0	0
84	6	-3.3	0	0
85	6	-3.3	0	0
86	6	-3.3	0	0
87	6	-3.3	0	0
88	6	-3.3	0	0
89	6	-3.3	0	0
90	6	-3.3	0	0
91	6	-3.3	0	0
92	6	-3.3	0	0
93	6	-3.3	0	0
94	6	-3.3	0	0
95	6	-3.3	0	0
96	6	-3.3	0	0
97	6	-3.3	0	0
98	6	-3.3	0	0
99	6	-3.3	0	0
100	6	-3.3	0	0
1	6	1	500	1
2	6	1	5	1
3	6	1	12	1
4	6	1	-12	1
5	6	1	7	1
6	6	1	8	1
7	6	1	-8	1
8	6	1	-12	1
9	6	1	6	1
10	6	1	11	1
11	6	1	-11	1
12	6	1	-6	1
13	6	1	-11	1
14	6	1	-12	1
15	6	1	-7	1
16	6	1	-11	1
17	6	1	16	1
18	6	1	21	1
19	6	1	0	1
20	6	1	0	1
21	6	1	0	1
22	6	1	0	1
23	6	1	0	1
