trial_nb	singe	session	choice	condition
32	1	5.2	0	1
33	1	5.2	0	1
34	1	5.2	0	1
35	1	5.2	0	1
36	1	5.2	0	1
37	1	5.2	0	1
38	1	5.2	0	1
39	1	5.2	0	1
40	1	5.2	0	1
41	1	5.2	0	1
42	1	5.2	0	1
43	1	5.2	0	1
44	1	5.2	0	1
45	1	5.2	0	1
46	1	5.2	0	1
47	1	5.2	0	1
48	1	5.2	0	1
49	1	5.2	0	1
50	1	5.2	0	1
51	1	5.2	0	1
52	1	5.2	0	1
53	1	5.2	0	1
54	1	5.2	0	1
55	1	5.2	0	1
56	1	5.2	0	1
57	1	5.2	0	1
58	1	5.2	0	1
59	1	5.2	0	1
60	1	5.2	0	1
61	1	5.2	0	1
62	1	5.2	0	1
63	1	5.2	0	1
64	1	5.2	0	1
65	1	5.2	0	1
66	1	5.2	0	1
67	1	5.2	0	1
68	1	5.2	0	1
69	1	5.2	0	1
70	1	5.2	0	1
71	1	5.2	0	1
72	1	5.2	0	1
73	1	5.2	0	1
74	1	5.2	0	1
75	1	5.2	0	1
76	1	5.2	0	1
77	1	5.2	0	1
78	1	5.2	0	1
79	1	5.2	0	1
80	1	5.2	0	1
81	1	5.2	0	1
82	1	5.2	0	1
83	1	5.2	0	1
84	1	5.2	0	1
85	1	5.2	0	1
86	1	5.2	0	1
87	1	5.2	0	1
88	1	5.2	0	1
89	1	5.2	0	1
90	1	5.2	0	1
91	1	5.2	0	1
92	1	5.2	0	1
93	1	5.2	0	1
94	1	5.2	0	1
95	1	5.2	0	1
96	1	5.2	0	1
97	1	5.2	0	1
98	1	5.2	0	1
99	1	5.2	0	1
100	1	5.2	0	1
1	1	5.3	2200	1
2	1	5.3	17	1
3	1	5.3	22	1
4	1	5.3	2300	1
5	1	5.3	12	1
6	1	5.3	20	1
7	1	5.3	-12	1
8	1	5.3	-17	1
9	1	5.3	16	1
10	1	5.3	11	1
11	1	5.3	21	1
12	1	5.3	-22	1
13	1	5.3	23	1
14	1	5.3	-23	1
15	1	5.3	-20	1
16	1	5.3	25	1
17	1	5.3	15	1
18	1	5.3	-15	1
19	1	5.3	-11	1
20	1	5.3	600	1
21	1	5.3	0	1
22	1	5.3	0	1
23	1	5.3	0	1
24	1	5.3	0	1
25	1	5.3	0	1
26	1	5.3	0	1
27	1	5.3	0	1
28	1	5.3	0	1
29	1	5.3	0	1
30	1	5.3	0	1
31	1	5.3	0	1
32	1	5.3	0	1
33	1	5.3	0	1
34	1	5.3	0	1
35	1	5.3	0	1
36	1	5.3	0	1
37	1	5.3	0	1
38	1	5.3	0	1
39	1	5.3	0	1
40	1	5.3	0	1
41	1	5.3	0	1
42	1	5.3	0	1
43	1	5.3	0	1
44	1	5.3	0	1
45	1	5.3	0	1
46	1	5.3	0	1
47	1	5.3	0	1
48	1	5.3	0	1
49	1	5.3	0	1
50	1	5.3	0	1
51	1	5.3	0	1
52	1	5.3	0	1
53	1	5.3	0	1
54	1	5.3	0	1
55	1	5.3	0	1
56	1	5.3	0	1
57	1	5.3	0	1
58	1	5.3	0	1
59	1	5.3	0	1
60	1	5.3	0	1
61	1	5.3	0	1
62	1	5.3	0	1
63	1	5.3	0	1
64	1	5.3	0	1
65	1	5.3	0	1
66	1	5.3	0	1
67	1	5.3	0	1
68	1	5.3	0	1
69	1	5.3	0	1
70	1	5.3	0	1
71	1	5.3	0	1
72	1	5.3	0	1
73	1	5.3	0	1
74	1	5.3	0	1
75	1	5.3	0	1
76	1	5.3	0	1
77	1	5.3	0	1
78	1	5.3	0	1
79	1	5.3	0	1
80	1	5.3	0	1
81	1	5.3	0	1
82	1	5.3	0	1
83	1	5.3	0	1
84	1	5.3	0	1
85	1	5.3	0	1
86	1	5.3	0	1
87	1	5.3	0	1
88	1	5.3	0	1
89	1	5.3	0	1
90	1	5.3	0	1
91	1	5.3	0	1
92	1	5.3	0	1
93	1	5.3	0	1
94	1	5.3	0	1
95	1	5.3	0	1
96	1	5.3	0	1
97	1	5.3	0	1
98	1	5.3	0	1
99	1	5.3	0	1
100	1	5.3	0	1
1	1	5.4	18	1
2	1	5.4	23	1
3	1	5.4	21	1
4	1	5.4	16	1
5	1	5.4	-16	1
6	1	5.4	11	1
7	1	5.4	6	1
8	1	5.4	7	1
9	1	5.4	8	1
10	1	5.4	24	1
11	1	5.4	25	1
12	1	5.4	-23	1
13	1	5.4	-24	1
14	1	5.4	-18	1
15	1	5.4	-24	1
16	1	5.4	20	1
17	1	5.4	10	1
18	1	5.4	14	1
19	1	5.4	12	1
20	1	5.4	-16	1
21	1	5.4	17	1
22	1	5.4	-21	1
23	1	5.4	-11	1
24	1	5.4	-7	1
25	1	5.4	0	1
26	1	5.4	0	1
27	1	5.4	0	1
28	1	5.4	0	1
29	1	5.4	0	1
30	1	5.4	0	1
31	1	5.4	0	1
32	1	5.4	0	1
33	1	5.4	0	1
34	1	5.4	0	1
35	1	5.4	0	1
36	1	5.4	0	1
37	1	5.4	0	1
38	1	5.4	0	1
39	1	5.4	0	1
40	1	5.4	0	1
41	1	5.4	0	1
42	1	5.4	0	1
43	1	5.4	0	1
44	1	5.4	0	1
45	1	5.4	0	1
46	1	5.4	0	1
47	1	5.4	0	1
48	1	5.4	0	1
49	1	5.4	0	1
50	1	5.4	0	1
51	1	5.4	0	1
52	1	5.4	0	1
53	1	5.4	0	1
54	1	5.4	0	1
55	1	5.4	0	1
56	1	5.4	0	1
57	1	5.4	0	1
58	1	5.4	0	1
59	1	5.4	0	1
60	1	5.4	0	1
61	1	5.4	0	1
62	1	5.4	0	1
63	1	5.4	0	1
64	1	5.4	0	1
65	1	5.4	0	1
66	1	5.4	0	1
67	1	5.4	0	1
68	1	5.4	0	1
69	1	5.4	0	1
70	1	5.4	0	1
71	1	5.4	0	1
72	1	5.4	0	1
73	1	5.4	0	1
74	1	5.4	0	1
75	1	5.4	0	1
76	1	5.4	0	1
77	1	5.4	0	1
78	1	5.4	0	1
79	1	5.4	0	1
80	1	5.4	0	1
81	1	5.4	0	1
82	1	5.4	0	1
83	1	5.4	0	1
84	1	5.4	0	1
85	1	5.4	0	1
86	1	5.4	0	1
87	1	5.4	0	1
88	1	5.4	0	1
89	1	5.4	0	1
90	1	5.4	0	1
91	1	5.4	0	1
92	1	5.4	0	1
93	1	5.4	0	1
94	1	5.4	0	1
95	1	5.4	0	1
96	1	5.4	0	1
97	1	5.4	0	1
98	1	5.4	0	1
99	1	5.4	0	1
100	1	5.4	0	1
1	1	6.3	17	1
2	1	6.3	22	1
3	1	6.3	2100	1
4	1	6.3	1600	1
5	1	6.3	21	1
6	1	6.3	16	1
7	1	6.3	6	1
8	1	6.3	-6	1
9	1	6.3	11	1
10	1	6.3	-21	1
11	1	6.3	18	1
12	1	6.3	12	1
13	1	6.3	25	1
14	1	6.3	20	1
15	1	6.3	-20	1
16	1	6.3	19	1
17	1	6.3	-19	1
18	1	6.3	-18	1
19	1	6.3	-17	1
20	1	6.3	-22	1
21	1	6.3	-16	1
22	1	6.3	-21	1
23	1	6.3	1	1
24	1	6.3	7	1
25	1	6.3	3	1
26	1	6.3	1300	1
27	1	6.3	14	1
28	1	6.3	13	1
29	1	6.3	-17	1
30	1	6.3	200	1
31	1	6.3	0	1
32	1	6.3	0	1
33	1	6.3	0	1
34	1	6.3	0	1
35	1	6.3	0	1
36	1	6.3	0	1
37	1	6.3	0	1
38	1	6.3	0	1
39	1	6.3	0	1
40	1	6.3	0	1
41	1	6.3	0	1
42	1	6.3	0	1
43	1	6.3	0	1
44	1	6.3	0	1
45	1	6.3	0	1
46	1	6.3	0	1
47	1	6.3	0	1
48	1	6.3	0	1
49	1	6.3	0	1
50	1	6.3	0	1
51	1	6.3	0	1
52	1	6.3	0	1
53	1	6.3	0	1
54	1	6.3	0	1
55	1	6.3	0	1
56	1	6.3	0	1
57	1	6.3	0	1
58	1	6.3	0	1
59	1	6.3	0	1
60	1	6.3	0	1
61	1	6.3	0	1
62	1	6.3	0	1
63	1	6.3	0	1
64	1	6.3	0	1
65	1	6.3	0	1
66	1	6.3	0	1
67	1	6.3	0	1
68	1	6.3	0	1
69	1	6.3	0	1
70	1	6.3	0	1
71	1	6.3	0	1
72	1	6.3	0	1
73	1	6.3	0	1
74	1	6.3	0	1
75	1	6.3	0	1
76	1	6.3	0	1
77	1	6.3	0	1
78	1	6.3	0	1
79	1	6.3	0	1
80	1	6.3	0	1
81	1	6.3	0	1
82	1	6.3	0	1
83	1	6.3	0	1
84	1	6.3	0	1
85	1	6.3	0	1
86	1	6.3	0	1
87	1	6.3	0	1
88	1	6.3	0	1
89	1	6.3	0	1
90	1	6.3	0	1
91	1	6.3	0	1
92	1	6.3	0	1
93	1	6.3	0	1
94	1	6.3	0	1
95	1	6.3	0	1
96	1	6.3	0	1
97	1	6.3	0	1
98	1	6.3	0	1
99	1	6.3	0	1
100	1	6.3	0	1
1	2	1.2	21	1
2	2	1.2	16	1
3	2	1.2	22	1
4	2	1.2	23	1
5	2	1.2	17	1
6	2	1.2	24	1
7	2	1.2	19	1
8	2	1.2	18	1
9	2	1.2	25	1
10	2	1.2	20	1
11	2	1.2	15	1
12	2	1.2	999	1
13	2	1.2	13	1
14	2	1.2	14	1
15	2	1.2	9	1
16	2	1.2	10	1
17	2	1.2	5	1
18	2	1.2	400	1
19	2	1.2	0	1
20	2	1.2	0	1
21	2	1.2	0	1
22	2	1.2	0	1
23	2	1.2	0	1
24	2	1.2	0	1
25	2	1.2	0	1
26	2	1.2	0	1
27	2	1.2	0	1
28	2	1.2	0	1
29	2	1.2	0	1
30	2	1.2	0	1
31	2	1.2	0	1
32	2	1.2	0	1
33	2	1.2	0	1
34	2	1.2	0	1
35	2	1.2	0	1
36	2	1.2	0	1
37	2	1.2	0	1
38	2	1.2	0	1
39	2	1.2	0	1
40	2	1.2	0	1
41	2	1.2	0	1
42	2	1.2	0	1
43	2	1.2	0	1
44	2	1.2	0	1
45	2	1.2	0	1
46	2	1.2	0	1
47	2	1.2	0	1
48	2	1.2	0	1
49	2	1.2	0	1
50	2	1.2	0	1
51	2	1.2	0	1
52	2	1.2	0	1
53	2	1.2	0	1
54	2	1.2	0	1
55	2	1.2	0	1
56	2	1.2	0	1
57	2	1.2	0	1
58	2	1.2	0	1
59	2	1.2	0	1
60	2	1.2	0	1
61	2	1.2	0	1
62	2	1.2	0	1
63	2	1.2	0	1
64	2	1.2	0	1
65	2	1.2	0	1
66	2	1.2	0	1
67	2	1.2	0	1
68	2	1.2	0	1
69	2	1.2	0	1
70	2	1.2	0	1
71	2	1.2	0	1
72	2	1.2	0	1
73	2	1.2	0	1
74	2	1.2	0	1
75	2	1.2	0	1
76	2	1.2	0	1
77	2	1.2	0	1
78	2	1.2	0	1
79	2	1.2	0	1
80	2	1.2	0	1
81	2	1.2	0	1
82	2	1.2	0	1
83	2	1.2	0	1
84	2	1.2	0	1
85	2	1.2	0	1
86	2	1.2	0	1
87	2	1.2	0	1
88	2	1.2	0	1
89	2	1.2	0	1
90	2	1.2	0	1
91	2	1.2	0	1
92	2	1.2	0	1
93	2	1.2	0	1
94	2	1.2	0	1
95	2	1.2	0	1
96	2	1.2	0	1
97	2	1.2	0	1
98	2	1.2	0	1
99	2	1.2	0	1
100	2	1.2	0	1
1	2	2	20	0
2	2	2	24	0
3	2	2	23	0
4	2	2	19	0
5	2	2	21	0
6	2	2	22	0
7	2	2	18	0
8	2	2	25	0
9	2	2	17	0
10	2	2	16	0
11	2	2	7	0
12	2	2	12	0
13	2	2	13	0
14	2	2	14	0
15	2	2	15	0
16	2	2	11	0
17	2	2	1	0
18	2	2	6	0
19	2	2	800	0
20	2	2	10	0
21	2	2	500	0
22	2	2	0	0
23	2	2	0	0
24	2	2	0	0
25	2	2	0	0
26	2	2	0	0
27	2	2	0	0
28	2	2	0	0
29	2	2	0	0
30	2	2	0	0
31	2	2	0	0
32	2	2	0	0
33	2	2	0	0
34	2	2	0	0
35	2	2	0	0
36	2	2	0	0
37	2	2	0	0
38	2	2	0	0
39	2	2	0	0
40	2	2	0	0
41	2	2	0	0
42	2	2	0	0
43	2	2	0	0
44	2	2	0	0
45	2	2	0	0
46	2	2	0	0
47	2	2	0	0
48	2	2	0	0
49	2	2	0	0
50	2	2	0	0
51	2	2	0	0
52	2	2	0	0
53	2	2	0	0
54	2	2	0	0
55	2	2	0	0
56	2	2	0	0
57	2	2	0	0
58	2	2	0	0
59	2	2	0	0
60	2	2	0	0
61	2	2	0	0
62	2	2	0	0
63	2	2	0	0
64	2	2	0	0
65	2	2	0	0
66	2	2	0	0
67	2	2	0	0
68	2	2	0	0
69	2	2	0	0
70	2	2	0	0
71	2	2	0	0
72	2	2	0	0
73	2	2	0	0
74	2	2	0	0
75	2	2	0	0
76	2	2	0	0
77	2	2	0	0
78	2	2	0	0
79	2	2	0	0
80	2	2	0	0
81	2	2	0	0
82	2	2	0	0
83	2	2	0	0
84	2	2	0	0
85	2	2	0	0
86	2	2	0	0
87	2	2	0	0
88	2	2	0	0
89	2	2	0	0
90	2	2	0	0
91	2	2	0	0
92	2	2	0	0
93	2	2	0	0
94	2	2	0	0
95	2	2	0	0
96	2	2	0	0
97	2	2	0	0
98	2	2	0	0
99	2	2	0	0
100	2	2	0	0
1	2	3	22	0
2	2	3	23	0
3	2	3	2400	0
4	2	3	21	0
5	2	3	9	0
6	2	3	14	0
7	2	3	17	0
8	2	3	16	0
9	2	3	11	0
10	2	3	6	0
11	2	3	12	0
12	2	3	7	0
13	2	3	2	0
14	2	3	1	0
15	2	3	3	0
16	2	3	13	0
17	2	3	8	0
18	2	3	10	0
19	2	3	5	0
20	2	3	15	0
21	2	3	25	0
22	2	3	20	0
23	2	3	24	0
24	2	3	18	0
25	2	3	19	0
26	2	3	0	0
27	2	3	0	0
28	2	3	0	0
29	2	3	0	0
30	2	3	0	0
31	2	3	0	0
32	2	3	0	0
33	2	3	0	0
34	2	3	0	0
35	2	3	0	0
36	2	3	0	0
37	2	3	0	0
38	2	3	0	0
39	2	3	0	0
40	2	3	0	0
41	2	3	0	0
42	2	3	0	0
43	2	3	0	0
44	2	3	0	0
45	2	3	0	0
46	2	3	0	0
47	2	3	0	0
48	2	3	0	0
49	2	3	0	0
50	2	3	0	0
51	2	3	0	0
52	2	3	0	0
53	2	3	0	0
54	2	3	0	0
55	2	3	0	0
56	2	3	0	0
57	2	3	0	0
58	2	3	0	0
59	2	3	0	0
60	2	3	0	0
61	2	3	0	0
62	2	3	0	0
63	2	3	0	0
64	2	3	0	0
65	2	3	0	0
66	2	3	0	0
67	2	3	0	0
68	2	3	0	0
69	2	3	0	0
70	2	3	0	0
71	2	3	0	0
72	2	3	0	0
73	2	3	0	0
74	2	3	0	0
75	2	3	0	0
76	2	3	0	0
77	2	3	0	0
78	2	3	0	0
79	2	3	0	0
80	2	3	0	0
81	2	3	0	0
82	2	3	0	0
83	2	3	0	0
84	2	3	0	0
85	2	3	0	0
86	2	3	0	0
87	2	3	0	0
88	2	3	0	0
89	2	3	0	0
90	2	3	0	0
91	2	3	0	0
92	2	3	0	0
93	2	3	0	0
94	2	3	0	0
95	2	3	0	0
96	2	3	0	0
97	2	3	0	0
98	2	3	0	0
99	2	3	0	0
100	2	3	0	0
1	2	4	2200	1
2	2	4	17	1
3	2	4	2200	1
4	2	4	24	1
5	2	4	22	1
6	2	4	21	1
7	2	4	-21	1
8	2	4	16	1
9	2	4	18	1
10	2	4	9	1
11	2	4	13	1
12	2	4	8	1
13	2	4	700	1
14	2	4	6	1
15	2	4	12	1
16	2	4	7	1
17	2	4	11	1
18	2	4	-21	1
19	2	4	-24	1
20	2	4	10	1
21	2	4	-8	1
22	2	4	3	1
23	2	4	-8	1
24	2	4	-13	1
25	2	4	-18	1
26	2	4	-21	1
27	2	4	-22	1
28	2	4	0	1
29	2	4	0	1
30	2	4	0	1
31	2	4	0	1
32	2	4	0	1
33	2	4	0	1
34	2	4	0	1
35	2	4	0	1
36	2	4	0	1
37	2	4	0	1
38	2	4	0	1
39	2	4	0	1
40	2	4	0	1
41	2	4	0	1
42	2	4	0	1
43	2	4	0	1
44	2	4	0	1
45	2	4	0	1
46	2	4	0	1
47	2	4	0	1
48	2	4	0	1
49	2	4	0	1
50	2	4	0	1
51	2	4	0	1
52	2	4	0	1
53	2	4	0	1
54	2	4	0	1
55	2	4	0	1
56	2	4	0	1
57	2	4	0	1
58	2	4	0	1
59	2	4	0	1
60	2	4	0	1
61	2	4	0	1
62	2	4	0	1
63	2	4	0	1
64	2	4	0	1
65	2	4	0	1
66	2	4	0	1
67	2	4	0	1
68	2	4	0	1
69	2	4	0	1
70	2	4	0	1
71	2	4	0	1
72	2	4	0	1
73	2	4	0	1
74	2	4	0	1
75	2	4	0	1
76	2	4	0	1
77	2	4	0	1
78	2	4	0	1
79	2	4	0	1
80	2	4	0	1
81	2	4	0	1
82	2	4	0	1
83	2	4	0	1
84	2	4	0	1
85	2	4	0	1
86	2	4	0	1
87	2	4	0	1
88	2	4	0	1
89	2	4	0	1
90	2	4	0	1
91	2	4	0	1
92	2	4	0	1
93	2	4	0	1
94	2	4	0	1
95	2	4	0	1
96	2	4	0	1
97	2	4	0	1
98	2	4	0	1
99	2	4	0	1
100	2	4	0	1
1	2	5.1	20	1
2	2	5.1	-20	1
3	2	5.1	2400	1
4	2	5.1	2300	1
5	2	5.1	13	1
6	2	5.1	5	1
7	2	5.1	2500	1
8	2	5.1	24	1
9	2	5.1	25	1
10	2	5.1	-25	1
11	2	5.1	-24	1
12	2	5.1	2300	1
13	2	5.1	1800	1
14	2	5.1	19	1
15	2	5.1	23	1
16	2	5.1	18	1
17	2	5.1	2200	1
18	2	5.1	21	1
19	2	5.1	22	1
20	2	5.1	-21	1
21	2	5.1	1600	1
22	2	5.1	8	1
23	2	5.1	-21	1
24	2	5.1	16	1
25	2	5.1	17	1
26	2	5.1	-13	1
27	2	5.1	15	1
28	2	5.1	-25	1
29	2	5.1	-24	1
30	2	5.1	-23	1
31	2	5.1	-22	1
32	2	5.1	-17	1
33	2	5.1	-18	1
34	2	5.1	-13	1
35	2	5.1	-8	1
36	2	5.1	0	1
37	2	5.1	0	1
38	2	5.1	0	1
39	2	5.1	0	1
40	2	5.1	0	1
41	2	5.1	0	1
42	2	5.1	0	1
43	2	5.1	0	1
44	2	5.1	0	1
45	2	5.1	0	1
46	2	5.1	0	1
47	2	5.1	0	1
48	2	5.1	0	1
49	2	5.1	0	1
50	2	5.1	0	1
51	2	5.1	0	1
52	2	5.1	0	1
53	2	5.1	0	1
54	2	5.1	0	1
55	2	5.1	0	1
